config_id,asset,yoy_window_months,lookback_years,threshold_level,decel_tilt_fraction,max_lump_multiple,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg08_yw6_lb10_tl1_tf0.0,OIL,6,10,1,0.0,6.0,1.1800470818908866,0.22523190027988335,1.1798550873762443,0.22782375575083372,False,1.1782767245902754,0.22368492638882867,1.1780850183556857,0.2262905906561879,False
cfg09_yw6_lb10_tl1_tf0.25,SP500,6,10,1,0.25,6.0,85.20413714669833,0.1530403325925099,85.27722344483453,0.1530965091120862,False,85.0762033195861,0.15228073198271905,85.14917987853534,0.15233705290993851,False
cfg09_yw6_lb10_tl1_tf0.25,GOLD,6,10,1,0.25,6.0,2.2028787794465785,0.5008851244116471,2.2312322553607693,0.5049170813430391,False,2.199572640286759,0.4978651071308525,2.227883543414292,0.5019039393179513,False
cfg09_yw6_lb10_tl1_tf0.25,SILVER,6,10,1,0.25,6.0,1.6631684358072947,0.31594113245145505,1.686659698183187,0.3196772758715409,False,1.6606726725388319,0.3141643949204894,1.6841286627489933,0.31790937005101605,False
cfg09_yw6_lb10_tl1_tf0.25,BTC,6,10,1,0.25,6.0,9.266298920332325,1.047067920569335,9.855679074865842,1.0673092354078406,False,9.252390979173132,1.0449875105149533,9.84088617851966,1.0652491717139174,False
cfg09_yw6_lb10_tl1_tf0.25,OIL,6,10,1,0.25,6.0,1.1828351226465683,0.22661867308809627,1.1798550873762443,0.22782375575083372,False,1.1810605790985755,0.22507609326940442,1.1780850183556857,0.2262905906561879,False
cfg10_yw6_lb10_tl2_tf0.0,SP500,6,10,2,0.0,6.0,85.08510835991373,0.1529436301626464,85.27722344483453,0.1530965091120862,False,84.95735325470342,0.15218360117168786,85.14917987853534,0.15233705290993851,False
cfg10_yw6_lb10_tl2_tf0.0,GOLD,6,10,2,0.0,6.0,2.1083351268111765,0.4887349300938635,2.2312322553607693,0.5049170813430391,False,2.10517094508775,0.4856488994476316,2.227883543414292,0.5019039393179513,False
cfg10_yw6_lb10_tl2_tf0.0,SILVER,6,10,2,0.0,6.0,1.579955807243981,0.301406189014124,1.686659698183187,0.3196772758715409,False,1.577584987862251,0.2995880574944495,1.6841286627489933,0.31790937005101605,False
cfg10_yw6_lb10_tl2_tf0.0,BTC,6,10,2,0.0,6.0,8.393616869929025,1.1468547585373403,9.855679074865842,1.0673092354078406,False,8.381019262178839,1.1459445931822034,9.84088617851966,1.0652491717139174,False
cfg10_yw6_lb10_tl2_tf0.0,OIL,6,10,2,0.0,6.0,1.1810167234788518,0.22163183167989844,1.1798550873762443,0.22782375575083372,False,1.1792449102599398,0.22006034454328813,1.1780850183556857,0.2262905906561879,False
