config_id,asset,tilt_strength,power,max_lump_multiple,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg12_ts0.7_p1.0_ml4,BTC,0.7,1.0,4,9.534388361406311,1.110280724483009,9.855679074865842,1.0673092354078406,False,9.520117602124433,1.1085459362214787,9.84088617851966,1.0652491717139174,False
cfg12_ts0.7_p1.0_ml4,OIL,0.7,1.0,4,1.154667920217132,0.22288007842334517,1.1798550873762443,0.22782375575083372,False,1.1529491078467606,0.22143653279861197,1.1780850183556857,0.2262905906561879,False
cfg13_ts0.7_p1.0_ml8,SP500,0.7,1.0,8,85.22182384532752,0.15376968188451237,85.27722344483453,0.1530965091120862,False,85.09398553485543,0.15315285117433985,85.14917987853534,0.15233705290993851,False
cfg13_ts0.7_p1.0_ml8,GOLD,0.7,1.0,8,2.209457083166495,0.5065035029336081,2.2312322553607693,0.5049170813430391,False,2.2061545318336004,0.503717657809548,2.227883543414292,0.5019039393179513,False
cfg13_ts0.7_p1.0_ml8,SILVER,0.7,1.0,8,1.6720018910182137,0.32337865771384383,1.686659698183187,0.3196772758715409,False,1.669506310818962,0.32176511833981675,1.6841286627489933,0.31790937005101605,False
cfg13_ts0.7_p1.0_ml8,BTC,0.7,1.0,8,9.534388361406311,1.110280724483009,9.855679074865842,1.0673092354078406,False,9.520117602124433,1.1085459362214787,9.84088617851966,1.0652491717139174,False
cfg13_ts0.7_p1.0_ml8,OIL,0.7,1.0,8,1.154667920217132,0.22288007842334517,1.1798550873762443,0.22782375575083372,False,1.1529491078467606,0.22143653279861197,1.1780850183556857,0.2262905906561879,False
cfg14_ts0.7_p1.0_ml12,SP500,0.7,1.0,12,85.22182384532752,0.15376968188451237,85.27722344483453,0.1530965091120862,False,85.09398553485543,0.15315285117433985,85.14917987853534,0.15233705290993851,False
cfg14_ts0.7_p1.0_ml12,GOLD,0.7,1.0,12,2.209457083166495,0.5065035029336081,2.2312322553607693,0.5049170813430391,False,2.2061545318336004,0.503717657809548,2.227883543414292,0.5019039393179513,False
cfg14_ts0.7_p1.0_ml12,SILVER,0.7,1.0,12,1.6720018910182137,0.32337865771384383,1.686659698183187,0.3196772758715409,False,1.669506310818962,0.32176511833981675,1.6841286627489933,0.31790937005101605,False
cfg14_ts0.7_p1.0_ml12,BTC,0.7,1.0,12,9.534388361406311,1.110280724483009,9.855679074865842,1.0673092354078406,False,9.520117602124433,1.1085459362214787,9.84088617851966,1.0652491717139174,False
cfg14_ts0.7_p1.0_ml12,OIL,0.7,1.0,12,1.154667920217132,0.22288007842334517,1.1798550873762443,0.22782375575083372,False,1.1529491078467606,0.22143653279861197,1.1780850183556857,0.2262905906561879,False
cfg15_ts0.7_p2.0_ml4,SP500,0.7,2.0,4,85.24546067799841,0.15394126817642717,85.27722344483453,0.1530965091120862,False,85.11756156949274,0.15331090129634337,85.14917987853534,0.15233705290993851,False
