config_id,asset,n_weak_years,include_election_year_in_strong,bank_fraction,max_lump_multiple,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg15_nw1_ie1_bf0.5_ml8,SILVER,1,True,0.5,8,1.6713115366216373,0.31878709909707037,1.686659698183187,0.3196772758715409,False,1.6688035464750735,0.31709788529704536,1.6841286627489933,0.31790937005101605,False
cfg15_nw1_ie1_bf0.5_ml8,BTC,1,True,0.5,8,9.563213561780156,1.061259263399168,9.855679074865842,1.0673092354078406,False,9.548859802841005,1.0591916732099804,9.84088617851966,1.0652491717139174,False
cfg15_nw1_ie1_bf0.5_ml8,OIL,1,True,0.5,8,1.1835435787839907,0.24463836132628258,1.1798550873762443,0.22782375575083372,True,1.1817679714880447,0.2431837995003002,1.1780850183556857,0.2262905906561879,True
cfg16_nw1_ie1_bf0.7_ml4,SP500,1,True,0.7,4,85.78819286493307,0.1554636177259051,85.27722344483453,0.1530965091120862,True,85.65938207728267,0.15470984692958553,85.14917987853534,0.15233705290993851,True
cfg16_nw1_ie1_bf0.7_ml4,GOLD,1,True,0.7,4,2.192387897449013,0.4952985219973536,2.2312322553607693,0.5049170813430391,False,2.1890975103642685,0.49243424498487454,2.227883543414292,0.5019039393179513,False
cfg16_nw1_ie1_bf0.7_ml4,SILVER,1,True,0.7,4,1.6631305938305607,0.3178386777195888,1.686659698183187,0.3196772758715409,False,1.6606348873818781,0.31618571559015957,1.6841286627489933,0.31790937005101605,False
cfg16_nw1_ie1_bf0.7_ml4,BTC,1,True,0.7,4,9.469834329543005,1.0595294004177804,9.855679074865842,1.0673092354078406,False,9.455620779661267,1.0574578935453254,9.84088617851966,1.0652491717139174,False
cfg16_nw1_ie1_bf0.7_ml4,OIL,1,True,0.7,4,1.1760902804374485,0.244284882834211,1.1798550873762443,0.22782375575083372,False,1.1743258642801617,0.24285575760664005,1.1780850183556857,0.2262905906561879,False
cfg17_nw1_ie1_bf0.7_ml8,SP500,1,True,0.7,8,85.60743634061474,0.15580047431151273,85.27722344483453,0.1530965091120862,True,85.47889695915683,0.155046640207302,85.14917987853534,0.15233705290993851,True
cfg17_nw1_ie1_bf0.7_ml8,GOLD,1,True,0.7,8,2.1984042026489763,0.4981584160260202,2.2312322553607693,0.5049170813430391,False,2.1951047820729377,0.49529969294982334,2.227883543414292,0.5019039393179513,False
cfg17_nw1_ie1_bf0.7_ml8,SILVER,1,True,0.7,8,1.66772567653148,0.31931469570247284,1.686659698183187,0.3196772758715409,False,1.6652230705592244,0.31765901194884943,1.6841286627489933,0.31790937005101605,False
